L	0	0	1477010443349642	0	0	0	0
L	1.559445e+00	-1.385015e-01	1477010444349642	2.098967e+00	5.222280e-02	2.195949e+00	1.093391e-01
L	3.890927e+00	-1.341657e-01	1477010445349642	4.291359e+00	2.153118e-01	2.284336e+00	2.263225e-01
L	6.863517e+00	4.168175e-01	1477010446349642	6.569422e+00	4.960956e-01	2.363816e+00	3.488471e-01
L	9.077331e+00	5.932112e-01	1477010447349642	8.924371e+00	8.992403e-01	2.433593e+00	4.745258e-01
L	1.157555e+01	1.666900e+00	1477010448349642	1.134677e+01	1.426997e+00	2.493282e+00	6.007812e-01
L	1.359209e+01	2.311915e+00	1477010449349642	1.382695e+01	2.079045e+00	2.542900e+00	7.249468e-01
L	1.664559e+01	2.902999e+00	1477010450349642	1.635537e+01	2.852433e+00	2.582842e+00	8.443653e-01
L	1.901058e+01	3.705553e+00	1477010451349642	1.892299e+01	3.741610e+00	2.613820e+00	9.564796e-01
L	2.133124e+01	4.732053e+00	1477010452349642	2.152152e+01	4.738551e+00	2.636790e+00	1.058912e+00
L	2.407871e+01	5.569675e+00	1477010453349642	2.414369e+01	5.832949e+00	2.652861e+00	1.149525e+00
L	2.660525e+01	6.961020e+00	1477010454349642	2.678329e+01	7.012457e+00	2.663198e+00	1.226470e+00
L	2.958639e+01	8.087890e+00	1477010455349642	2.943523e+01	8.262985e+00	2.668927e+00	1.288219e+00
L	3.194160e+01	9.880168e+00	1477010456349642	3.209547e+01	9.569013e+00	2.671045e+00	1.333578e+00
L	3.461568e+01	1.069880e+01	1477010457349642	3.476081e+01	1.091392e+01	2.670346e+00	1.361701e+00
L	3.714036e+01	1.208833e+01	1477010458349642	3.742874e+01	1.228034e+01	2.667361e+00	1.372088e+00
L	4.032853e+01	1.346661e+01	1477010459349642	4.009711e+01	1.365048e+01	2.662324e+00	1.364585e+00
L	4.276639e+01	1.482937e+01	1477010460349642	4.276381e+01	1.500648e+01	2.655152e+00	1.339380e+00
L	4.535721e+01	1.655239e+01	1477010461349642	4.542651e+01	1.633075e+01	2.645461e+00	1.297005e+00
L	4.815409e+01	1.728347e+01	1477010462349642	4.808234e+01	1.760632e+01	2.632596e+00	1.238325e+00
L	5.062278e+01	1.907211e+01	1477010463349642	5.072763e+01	1.881717e+01	2.615687e+00	1.164538e+00
L	5.372678e+01	1.989821e+01	1477010464349642	5.335773e+01	1.994857e+01	2.593717e+00	1.077164e+00
L	5.603223e+01	2.109230e+01	1477010465349642	5.596692e+01	2.098742e+01	2.565613e+00	9.780221e-01
L	5.866320e+01	2.178207e+01	1477010466349642	5.854835e+01	2.192253e+01	2.530333e+00	8.692047e-01
L	6.087224e+01	2.278765e+01	1477010467349642	6.109413e+01	2.274490e+01	2.486966e+00	7.530307e-01
L	6.338208e+01	2.340690e+01	1477010468349642	6.359551e+01	2.344793e+01	2.434818e+00	6.319871e-01
L	6.634029e+01	2.399586e+01	1477010469349642	6.604312e+01	2.402757e+01	2.373488e+00	5.086549e-01
L	6.826205e+01	2.435817e+01	1477010470349642	6.842730e+01	2.448242e+01	2.302925e+00	3.856231e-01
L	7.082748e+01	2.488439e+01	1477010471349642	7.073845e+01	2.481366e+01	2.223466e+00	2.653951e-01
L	7.289226e+01	2.471354e+01	1477010472349642	7.296749e+01	2.502499e+01	2.135839e+00	1.502921e-01
L	7.500209e+01	2.525945e+01	1477010473349642	7.510617e+01	2.512237e+01	2.041141e+00	4.236258e-02
L	7.712245e+01	2.492967e+01	1477010474349642	7.714752e+01	2.511374e+01	1.940798e+00	-5.669785e-02
L	7.910890e+01	2.503687e+01	1477010475349642	7.908610e+01	2.500864e+01	1.836491e+00	-1.456073e-01
L	8.080743e+01	2.486882e+01	1477010476349642	8.091825e+01	2.481776e+01	1.730078e+00	-2.235364e-01
L	8.262158e+01	2.463932e+01	1477010477349642	8.264225e+01	2.455250e+01	1.623498e+00	-2.901201e-01
L	8.417335e+01	2.455042e+01	1477010478349642	8.425837e+01	2.422449e+01	1.518687e+00	-3.454441e-01
L	8.563776e+01	2.380798e+01	1477010479349642	8.576880e+01	2.384512e+01	1.417490e+00	-3.900057e-01
L	8.694492e+01	2.352704e+01	1477010480349642	8.717760e+01	2.342518e+01	1.321593e+00	-4.246540e-01
L	8.882267e+01	2.278691e+01	1477010481349642	8.849045e+01	2.297451e+01	1.232475e+00	-4.505145e-01
L	8.949667e+01	2.230817e+01	1477010482349642	8.971448e+01	2.250173e+01	1.151377e+00	-4.689038e-01
L	9.051327e+01	2.166767e+01	1477010483349642	9.085799e+01	2.201409e+01	1.079294e+00	-4.812415e-01
L	9.171782e+01	2.111524e+01	1477010484349642	9.193022e+01	2.151741e+01	1.016984e+00	-4.889635e-01
L	9.285989e+01	2.095372e+01	1477010485349642	9.294111e+01	2.101603e+01	9.649925e-01	-4.934427e-01
L	9.346683e+01	2.021548e+01	1477010486349642	9.390109e+01	2.051295e+01	9.236899e-01	-4.959185e-01
L	9.532289e+01	1.965849e+01	1477010487349642	9.482094e+01	2.000996e+01	8.933078e-01	-4.974393e-01
L	9.550389e+01	1.969840e+01	1477010488349642	9.571161e+01	1.950782e+01	8.739797e-01	-4.988160e-01
L	9.626405e+01	1.915973e+01	1477010489349642	9.658418e+01	1.900655e+01	8.657734e-01	-5.005895e-01
L	9.752863e+01	1.872696e+01	1477010490349642	9.744996e+01	1.850597e+01	8.687159e-01	-5.030091e-01
L	9.821047e+01	1.837390e+01	1477010491349642	9.831977e+01	1.800486e+01	8.828045e-01	-5.060226e-01
L	9.903627e+01	1.735698e+01	1477010492349642	9.920492e+01	1.750296e+01	9.080060e-01	-5.092777e-01
L	9.999686e+01	1.698822e+01	1477010493349642	1.001165e+02	1.700014e+01	9.442419e-01	-5.121341e-01
L	1.012038e+02	1.653684e+01	1477010494349642	1.010655e+02	1.649696e+01	9.913622e-01	-5.136871e-01
L	1.023868e+02	1.639923e+01	1477010495349642	1.020628e+02	1.599493e+01	1.049110e+00	-5.128034e-01
L	1.030034e+02	1.535302e+01	1477010496349642	1.031189e+02	1.549673e+01	1.117082e+00	-5.081689e-01
L	1.041144e+02	1.527083e+01	1477010497349642	1.042439e+02	1.500637e+01	1.194686e+00	-4.983491e-01
L	1.055409e+02	1.444125e+01	1477010498349642	1.054471e+02	1.452929e+01	1.281109e+00	-4.818613e-01
L	1.068312e+02	1.404819e+01	1477010499349642	1.067373e+02	1.407238e+01	1.375293e+00	-4.572554e-01
L	1.080836e+02	1.366040e+01	1477010500349642	1.081217e+02	1.364396e+01	1.475922e+00	-4.232023e-01
L	1.095344e+02	1.357136e+01	1477010501349642	1.096065e+02	1.325356e+01	1.581440e+00	-3.785832e-01
L	1.110630e+02	1.258139e+01	1477010502349642	1.111961e+02	1.291178e+01	1.690076e+00	-3.225744e-01
L	1.129126e+02	1.248773e+01	1477010503349642	1.128933e+02	1.262989e+01	1.799903e+00	-2.547234e-01
L	1.148010e+02	1.255057e+01	1477010504349642	1.146988e+02	1.241950e+01	1.908905e+00	-1.750069e-01
L	1.166871e+02	1.210355e+01	1477010505349642	1.166112e+02	1.229211e+01	2.015069e+00	-8.386825e-02
L	1.189528e+02	1.200094e+01	1477010506349642	1.186276e+02	1.225864e+01	2.116475e+00	1.777120e-02
L	1.206951e+02	1.229180e+01	1477010507349642	1.207427e+02	1.232894e+01	2.211388e+00	1.285280e-01
L	1.235682e+02	1.282970e+01	1477010508349642	1.229501e+02	1.251140e+01	2.298350e+00	2.465990e-01
L	1.248938e+02	1.277429e+01	1477010509349642	1.252417e+02	1.281250e+01	2.376243e+00	3.698274e-01
L	1.278531e+02	1.332727e+01	1477010510349642	1.276087e+02	1.323651e+01	2.444340e+00	4.957869e-01
L	1.299473e+02	1.369630e+01	1477010511349642	1.300415e+02	1.378526e+01	2.502323e+00	6.218785e-01
L	1.320919e+02	1.450702e+01	1477010512349642	1.325304e+02	1.445798e+01	2.550277e+00	7.454300e-01
L	1.350735e+02	1.504748e+01	1477010513349642	1.350660e+02	1.525130e+01	2.588654e+00	8.637952e-01
L	1.375606e+02	1.621470e+01	1477010514349642	1.376394e+02	1.615922e+01	2.618214e+00	9.744419e-01
L	1.403314e+02	1.700802e+01	1477010515349642	1.402424e+02	1.717333e+01	2.639944e+00	1.075029e+00
L	1.428884e+02	1.799183e+01	1477010516349642	1.428679e+02	1.828295e+01	2.654969e+00	1.163464e+00
L	1.453920e+02	1.916167e+01	1477010517349642	1.455099e+02	1.947543e+01	2.664454e+00	1.237952e+00
L	1.482509e+02	2.047536e+01	1477010518349642	1.481635e+02	2.073641e+01	2.669511e+00	1.297019e+00
L	1.506859e+02	2.211423e+01	1477010519349642	1.508248e+02	2.205016e+01	2.671106e+00	1.339530e+00
L	1.534220e+02	2.349086e+01	1477010520349642	1.534907e+02	2.339992e+01	2.669994e+00	1.364696e+00
L	1.560466e+02	2.480844e+01	1477010521349642	1.561589e+02	2.476822e+01	2.666656e+00	1.372076e+00
L	1.589049e+02	2.603078e+01	1477010522349642	1.588271e+02	2.613723e+01	2.661274e+00	1.361574e+00
L	1.614116e+02	2.742561e+01	1477010523349642	1.614933e+02	2.748911e+01	2.653713e+00	1.333437e+00
L	1.636251e+02	2.876827e+01	1477010524349642	1.641551e+02	2.880636e+01	2.643541e+00	1.288250e+00
L	1.668278e+02	3.020623e+01	1477010525349642	1.668094e+02	3.007213e+01	2.630062e+00	1.226937e+00
L	1.690972e+02	3.137172e+01	1477010526349642	1.694525e+02	3.127061e+01	2.612376e+00	1.150751e+00
L	1.721752e+02	3.234041e+01	1477010527349642	1.720795e+02	3.238732e+01	2.589450e+00	1.061263e+00
