R	8.46642	0.0287602	-3.04035	1477010443399637	8.6	0.25	-3.00029	0
R	8.57101	0.0282318	-0.0105258	1477010443499690	8.45	0.25	0	0
R	8.42927	0.0301427	-1.85813	1477010443604698	8.35	0.25	-1.81979	0
R	7.9351	0.0237437	-3.81077	1477010443709653	8.05	0.2	-3.99976	-0.99994
R	7.61428	0.0204653	-3.22052	1477010443809660	7.7	0.15	-2.99982	0
R	7.50876	0.0127032	-1.89765	1477010443914714	7.45	0.100001	-1.8165	-0.908239
R	7.20598	0.000683772	-2.79536	1477010444024741	7.2	9.49949e-07	-2.72851	-0.909507
R	6.74737	-0.0212224	-1.67069	1477010444134693	6.95	-0.15	-1.81898	-1.81898
R	6.67866	-0.0519302	-2.02379	1477010444239651	6.75	-0.349999	-2.00076	-2.00075
R	6.63205	-0.0840904	-0.81497	1477010444339690	6.6	-0.549999	-0.998836	-1.99769
R	6.46217	-0.130812	-0.356062	1477010444444769	6.5	-0.85	-0.908747	-3.63498
R	6.49021	-0.179219	-1.23944	1477010444554767	6.35	-1.15	-1.81897	-1.81898
R	6.59968	-0.226407	1.73835	1477010444664705	6.3	-1.45	0.909739	-3.63894
R	6.57796	-0.279439	-0.211523	1477010444769692	6.3	-1.8	-0.999494	-2.9985
R	6.66141	-0.322252	1.75689	1477010444869719	6.3	-2.1	0.999984	-2.99994
R	6.76596	-0.36264	0.855484	1477010444974743	6.35	-2.4	0	-2.72613
R	6.98232	-0.399959	1.89805	1477010445084742	6.4	-2.7	0.909499	-2.72851
R	7.12938	-0.43502	1.4149	1477010445189758	6.45	-3	0	-2.99754
R	7.31886	-0.470836	2.21289	1477010445294720	6.5	-3.3	0.910402	-2.7312
R	7.5456	-0.49614	2.70911	1477010445404670	6.65	-3.6	1.81722	-2.72583
R	7.884	-0.521437	2.20619	1477010445514767	6.8	-3.9	0.907988	-2.72396
R	8.04387	-0.547179	2.23987	1477010445624820	6.9	-4.2	0.909334	-2.72801
R	8.3635	-0.567708	1.67528	1477010445734748	7	-4.45	0.910054	-1.8201
R	8.50541	-0.582556	2.23409	1477010445844738	7.1	-4.7	0.908302	-2.72489
R	8.88902	-0.604494	3.05765	1477010445954759	7.25	-5	1.81907	-2.72861
R	8.97814	-0.622421	2.42827	1477010446064786	7.4	-5.3	0.908194	-2.7246
R	9.4762	-0.63468	2.54048	1477010446174794	7.55	-5.55	1.81974	-1.81974
R	9.53172	-0.647271	2.40306	1477010446284703	7.7	-5.8	0.90983	-2.72951
R	9.89957	-0.659824	3.5853	1477010446389694	7.85	-6.1	1.9986	-2.9979
R	10.4099	-0.66785	2.53218	1477010446494754	8.05	-6.35	1.81738	-1.81739
R	10.3865	-0.678464	2.50771	1477010446604767	8.2	-6.6	0.909293	-2.72787
R	10.6843	-0.687607	2.70793	1477010446714702	8.35	-6.85	1.81994	-1.81993
R	10.9406	-0.696337	2.56416	1477010446819646	8.5	-7.1	1.00006	-3.00018
R	11.3727	-0.707378	3.44956	1477010446919691	8.65	-7.4	1.99807	-2.99712
R	11.7598	-0.716035	2.04742	1477010447024687	8.8	-7.65	0.909955	-1.8199
R	11.8789	-0.726017	2.80161	1477010447129681	8.9	-7.9	0.999086	-2.9973
R	11.9442	-0.735521	1.86678	1477010447234713	9	-8.15	0.909309	-1.8186
R	12.4893	-0.745345	2.79706	1477010447339681	9.1	-8.4	1.0004	-3.00119
R	12.6764	-0.755304	1.92258	1477010447444637	9.2	-8.65	0.909508	-1.819
R	13.0018	-0.765199	4.2891	1477010447549622	9.35	-8.95	1.99965	-3.99928
R	13.2646	-0.772362	2.209	1477010447649652	9.5	-9.25	0.999584	-1.99917
R	13.3655	-0.782802	2.24797	1477010447749669	9.55	-9.5	0	-3.00023
R	13.8483	-0.794831	2.85181	1477010447849716	9.6	-9.8	0.999005	-2.997
R	13.8368	-0.803954	1.95724	1477010447954720	9.7	-10.05	0.909855	-1.81969
R	14.4307	-0.812263	2.35389	1477010448059664	9.75	-10.3	0	-3.00065
R	14.3135	-0.824455	2.63112	1477010448164710	9.8	-10.6	0.90817	-2.72451
R	14.7429	-0.835956	1.92166	1477010448274697	9.85	-10.9	0	-2.73074
R	14.8851	-0.848604	2.27417	1477010448379634	9.85	-11.2	0	-2.99965
R	15.2094	-0.863774	2.26264	1477010448479667	9.85	-11.5	0	-2.99843
R	15.413	-0.877244	0.866545	1477010448579678	9.8	-11.75	-1.0003	-2.00061
R	15.4054	-0.88995	1.77828	1477010448679644	9.7	-12	-1.0004	-3.00119
R	15.7547	-0.905673	1.01994	1477010448779630	9.6	-12.25	-0.999885	-1.99981
R	15.5466	-0.922266	0.369379	1477010448879685	9.45	-12.45	-1.99803	-1.99805
R	15.7759	-0.936847	0.912459	1477010448984693	9.3	-12.65	-0.909773	-1.81953
R	15.9017	-0.95744	-0.700602	1477010449089745	9.05	-12.85	-3.99257	-1.99629
R	15.6195	-0.978773	-0.291637	1477010449194745	8.75	-13	-1.8213	-0.910651
R	15.6995	-0.995246	-0.795374	1477010449299701	8.5	-13.1	-2.997	-0.999005
R	15.5295	-1.0123	-1.48799	1477010449404748	8.2	-13.15	-2.72741	0
R	15.2205	-1.03051	-1.3479	1477010449514693	7.9	-13.15	-2.72986	0
R	15.3557	-1.04843	-0.489357	1477010449619676	7.6	-13.2	-2.9979	-0.999304
R	14.9523	-1.06755	-1.47147	1477010449724687	7.3	-13.25	-2.72846	0
R	14.6741	-1.08244	-2.33868	1477010449829700	7	-13.2	-2.99784	0.999284
R	14.8668	-1.09768	-2.01344	1477010449934724	6.7	-13.1	-2.72787	0.909275
R	14.5623	-1.11566	-1.26682	1477010450044722	6.4	-13.05	-2.72678	0
R	14.3675	-1.1322	-1.86783	1477010450154684	6.1	-13	-2.72966	0.909888
R	14.0957	-1.14684	-3.18942	1477010450259674	5.8	-12.85	-2.99777	1.99851
R	13.7247	-1.15804	-1.68433	1477010450364717	5.55	-12.7	-1.81798	0.908995
R	13.5474	-1.17084	-2.84649	1477010450474743	5.3	-12.55	-2.72627	1.81753
R	13.369	-1.18389	-2.36817	1477010450584712	5.05	-12.35	-1.8199	1.81989
R	12.8878	-1.19328	-2.72149	1477010450689678	4.85	-12.15	-1.99928	1.99929
R	12.7991	-1.19553	-2.86727	1477010450794748	4.7	-11.9	-0.908236	2.72471
R	12.4969	-1.19406	-2.03943	1477010450904754	4.6	-11.65	-0.909847	1.81971
R	12.2162	-1.1958	-4.32322	1477010451009669	4.5	-11.35	-1.0008	4.0032
R	11.8835	-1.18814	-1.82178	1477010451114691	4.45	-11.05	0	1.81614
R	11.6669	-1.1797	-2.64222	1477010451224789	4.45	-10.8	0	2.72555
R	11.4789	-1.17144	-2.50005	1477010451334789	4.45	-10.5	0	2.729
R	11.1898	-1.15508	-2.26227	1477010451444763	4.5	-10.2	0.908962	2.72687
R	10.9942	-1.13588	-2.23426	1477010451554732	4.6	-9.9	0.909756	2.72927
R	10.4986	-1.11645	-2.34038	1477010451664722	4.7	-9.6	0.90859	2.72578
R	10.592	-1.09073	-1.62445	1477010451774708	4.85	-9.3	1.81967	2.72952
R	10.2398	-1.06602	-1.22863	1477010451879669	5	-9.05	0.999884	1.99977
R	10.3027	-1.04083	-1.33508	1477010451984680	5.15	-8.8	1.81805	2.72708
R	10.116	-1.01021	-0.66468	1477010452089696	5.35	-8.55	1.99956	1.99957
R	10.1164	-0.988358	-0.754614	1477010452194711	5.5	-8.35	0.909045	1.81807
R	9.81408	-0.957431	-0.747175	1477010452304738	5.7	-8.1	2.72608	2.72608
R	9.834	-0.9229	-0.425811	1477010452414768	5.95	-7.85	1.81801	1.81801
R	9.79397	-0.893547	-0.362809	1477010452524779	6.15	-7.65	1.81798	1.81798
R	9.82626	-0.862628	-0.124766	1477010452634722	6.35	-7.45	1.82027	1.82027
R	9.61034	-0.830934	0.570221	1477010452739683	6.6	-7.25	2.99862	1.99908
R	9.63222	-0.803469	-0.456175	1477010452844772	6.8	-7.05	0.908005	1.816
R	9.90965	-0.773882	0.725797	1477010452954812	7	-6.85	2.72856	1.81904
R	9.90034	-0.741696	-0.0555249	1477010453064726	7.25	-6.65	1.8202	1.8202
R	9.97586	-0.714582	1.59387	1477010453169672	7.5	-6.5	2.99964	0.999884
R	9.95941	-0.690878	0.851221	1477010453274711	7.75	-6.4	1.81709	0.908549
R	10.1984	-0.663884	0.962109	1477010453384703	8	-6.25	2.72931	1.81954
R	10.1836	-0.632288	0.481433	1477010453489669	8.25	-6.05	1.99977	1.99976
R	10.3458	-0.606064	1.70327	1477010453594661	8.5	-5.9	2.72796	0.909326
R	10.4847	-0.579689	0.558938	1477010453704660	8.75	-5.75	1.81776	1.81775
R	10.6216	-0.5556	0.704075	1477010453809760	8.95	-5.55	1.99657	1.99656
R	10.4783	-0.529976	1.82891	1477010453914847	9.2	-5.4	2.72728	0.909094
R	10.7468	-0.506831	0.586321	1477010454024848	9.45	-5.25	1.81816	1.81815
R	11.0251	-0.485669	0.713422	1477010454134784	9.65	-5.05	1.82036	1.82036
R	11.0505	-0.456323	0.657997	1477010454244791	9.85	-4.85	1.81578	1.81577
R	10.9882	-0.426704	0.528965	1477010454354798	10.05	-4.6	1.82039	2.7306
R	11.0542	-0.396158	0.638313	1477010454464746	10.25	-4.3	1.81769	2.72652
R	11.372	-0.37096	1.28476	1477010454574770	10.45	-4.05	1.81792	1.81792
R	11.3808	-0.345253	0.931803	1477010454684753	10.65	-3.85	1.81903	1.81904
R	11.3814	-0.322404	0.133015	1477010454794687	10.8	-3.6	0.909773	2.72931
R	11.4462	-0.292989	1.29006	1477010454899659	10.95	-3.3	1.99953	2.99928
R	11.5123	-0.262561	0.101622	1477010455004755	11.1	-3	0.907725	2.72317
R	11.4671	-0.236058	0.314142	1477010455114849	11.2	-2.7	0.908929	2.72678
R	11.3669	-0.209323	-1.44784	1477010455224848	11.2	-2.4	-0.909276	2.72782
R	11.3977	-0.185161	1.33719	1477010455334808	11.25	-2.1	1.81915	2.72871
R	11.4428	-0.157524	-0.25794	1477010455444718	11.35	-1.8	0	2.73035
R	11.156	-0.129749	-1.14303	1477010455549699	11.3	-1.5	-0.999165	2.99748
R	11.2341	-0.110312	-1.10131	1477010455654698	11.2	-1.25	-0.909822	1.81964
R	10.8931	-0.0853934	-2.22217	1477010455759700	11.05	-0.95	-1.99817	3.99632
R	10.881	-0.0609808	-1.03306	1477010455864779	10.9	-0.649999	-0.908549	1.8171
R	10.8539	-0.0403174	-1.94494	1477010455974837	10.75	-0.45	-1.8174	1.81738
R	10.5091	-0.0233211	-3.0395	1477010456084847	10.5	-0.25	-2.72796	1.81864
R	10.4887	-0.00774292	-1.83176	1477010456194789	10.25	-0.0999996	-1.81964	0.909826
R	9.92588	0.000398758	-2.61508	1477010456304681	10	9.49949e-07	-2.73049	0.910169
R	9.63991	0.00607597	-2.70663	1477010456414675	9.7	0.0500011	-2.72439	0
R	9.3231	0.0120556	-2.76994	1477010456524725	9.4	0.100001	-2.72773	0.90923
R	9.06362	0.022153	-2.70076	1477010456634732	9.1	0.2	-2.72652	0.908843
R	8.90542	0.0277555	-1.84439	1477010456744738	8.85	0.25	-1.81847	0
R	8.46751	0.0305697	-3.6221	1477010456854787	8.55	0.25	-3.6326	0
R	8.05524	0.0300307	-2.66869	1477010456964821	8.2	0.25	-2.72841	0
R	7.78925	0.0264196	-2.568	1477010457074802	7.9	0.2	-2.72708	-0.909025
R	7.77406	0.0124693	-2.72796	1477010457184718	7.6	0.100001	-2.73169	-0.910554
R	7.15342	0.00594389	-3.09184	1477010457289664	7.3	0.0500011	-2.99789	0
R	7.1723	-0.00654331	-1.74878	1477010457394701	7.05	-0.0499995	-1.81811	-1.81813
R	6.83466	-0.0366127	-1.79644	1477010457504756	6.85	-0.25	-1.81646	-1.81646
R	6.76349	-0.0677279	-1.51625	1477010457614784	6.65	-0.45	-1.81901	-1.819
R	6.60824	-0.114463	-0.485037	1477010457724718	6.5	-0.749999	-0.909789	-3.63914
R	6.53751	-0.171029	-0.566473	1477010457829667	6.4	-1.1	-1.0002	-3.00061
R	6.5388	-0.210302	-0.373814	1477010457929639	6.3	-1.35	-1.00035	-2.00072
R	6.45227	-0.252379	0.843797	1477010458029740	6.25	-1.6	0	-2.99288
R	6.69539	-0.29245	1.51218	1477010458134821	6.3	-1.9	0.909739	-2.72921
R	6.91179	-0.333634	0.908899	1477010458244771	6.35	-2.2	0	-2.72782
R	6.75717	-0.381912	1.23154	1477010458354753	6.35	-2.55	0	-3.63689
R	7.08951	-0.424996	2.12667	1477010458464759	6.4	-2.9	0.908854	-2.72658
R	7.23743	-0.457996	2.03836	1477010458574787	6.5	-3.2	0.908863	-2.72658
R	7.57641	-0.485339	2.0947	1477010458684825	6.6	-3.5	0.908714	-2.72613
R	7.7195	-0.517274	2.30516	1477010458794820	6.7	-3.8	0.909565	-2.72871
R	7.86967	-0.543033	2.16903	1477010458904824	6.8	-4.1	0.908566	-2.72568
R	8.40442	-0.563739	3.04353	1477010459014855	6.95	-4.4	1.81821	-2.72732
R	8.42068	-0.584245	2.43749	1477010459124748	7.1	-4.7	0.91085	-2.73253
R	8.79053	-0.601801	2.18989	1477010459229626	7.2	-4.95	1.00033	-2.00068
R	8.83775	-0.614588	3.42131	1477010459329670	7.35	-5.2	1.9976	-2.9964
R	9.16064	-0.628545	1.87661	1477010459434781	7.5	-5.45	0.908252	-1.8165
R	9.23072	-0.641835	2.97566	1477010459544843	7.65	-5.7	1.81785	-2.72677
R	9.88168	-0.653279	1.78226	1477010459654854	7.8	-5.95	0.909078	-1.81815
R	10.0026	-0.661119	2.97834	1477010459764809	7.95	-6.2	1.8197	-2.72955
R	10.5053	-0.671666	3.05024	1477010459874748	8.15	-6.5	1.8187	-2.72807
R	10.7287	-0.683001	1.92616	1477010459984740	8.3	-6.75	0.908979	-1.81795
R	10.7785	-0.696037	2.49181	1477010460094746	8.4	-7	0.909094	-2.72732
R	11.2099	-0.704456	3.11293	1477010460204765	8.55	-7.3	1.81751	-2.72628
R	11.7082	-0.715625	1.98212	1477010460314814	8.7	-7.55	0.908615	-1.81723
R	11.6937	-0.721585	3.12809	1477010460424744	8.85	-7.8	1.8215	-2.73224
R	12.2718	-0.734453	2.87621	1477010460529694	9	-8.1	0.999025	-2.99707
R	12.4149	-0.743549	1.7167	1477010460634793	9.1	-8.35	0.908285	-1.81657
R	12.6031	-0.750086	2.60268	1477010460744781	9.2	-8.6	0.91012	-2.73036
R	12.8797	-0.763778	2.57907	1477010460854694	9.3	-8.9	0.909524	-2.72856
R	13.1448	-0.77402	2.8177	1477010460959714	9.4	-9.2	0.999066	-2.99725
R	13.4009	-0.784169	2.57406	1477010461064723	9.5	-9.5	0.909706	-2.7291
R	13.6665	-0.79492	2.7101	1477010461169662	9.6	-9.8	1.00048	-3.00143
R	13.8463	-0.803265	2.26838	1477010461269700	9.7	-10.05	0.998785	-1.99755
R	14.223	-0.812853	1.76448	1477010461374737	9.75	-10.3	0	-2.72851
